idx	tag	id	class	display	x	y	width	height	margin_t	margin_r	margin_b	margin_l	padding_t	padding_r	padding_b	padding_l	border_t	border_r	border_b	border_l	flex_grow	flex_shrink	position	box_sizing
359	div		video-meta text-shell skeleton-bg-color	other	200.00	32.00	120.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
360	div		video-skeleton	other	24.00	0.00	0.00	102.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
361	div		video-details	flex	24.00	0.00	0.00	102.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
362	div		thumbnail skeleton-bg-color	other	24.00	0.00	168.00	94.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
363	div		details flex-1	other	200.00	0.00	0.00	52.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	static	content-box
364	div		video-title text-shell skeleton-bg-color	other	200.00	0.00	200.00	20.00	0.00	0.00	12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
365	div		video-meta text-shell skeleton-bg-color	other	200.00	32.00	120.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
366	div		video-skeleton	other	24.00	0.00	0.00	102.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
367	div		video-details	flex	24.00	0.00	0.00	102.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
368	div		thumbnail skeleton-bg-color	other	24.00	0.00	168.00	94.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
369	div		details flex-1	other	200.00	0.00	0.00	52.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	static	content-box
370	div		video-title text-shell skeleton-bg-color	other	200.00	0.00	200.00	20.00	0.00	0.00	12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
371	div		video-meta text-shell skeleton-bg-color	other	200.00	32.00	120.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
372	div		video-skeleton	other	24.00	0.00	0.00	102.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
373	div		video-details	flex	24.00	0.00	0.00	102.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
374	div		thumbnail skeleton-bg-color	other	24.00	0.00	168.00	94.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
375	div		details flex-1	other	200.00	0.00	0.00	52.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	static	content-box
376	div		video-title text-shell skeleton-bg-color	other	200.00	0.00	200.00	20.00	0.00	0.00	12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
377	div		video-meta text-shell skeleton-bg-color	other	200.00	32.00	120.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
378	div		video-skeleton	other	24.00	0.00	0.00	102.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
379	div		video-details	flex	24.00	0.00	0.00	102.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
380	div		thumbnail skeleton-bg-color	other	24.00	0.00	168.00	94.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
381	div		details flex-1	other	200.00	0.00	0.00	52.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	static	content-box
382	div		video-title text-shell skeleton-bg-color	other	200.00	0.00	200.00	20.00	0.00	0.00	12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
383	div		video-meta text-shell skeleton-bg-color	other	200.00	32.00	120.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
384	div		video-skeleton	other	24.00	0.00	0.00	102.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
385	div		video-details	flex	24.00	0.00	0.00	102.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
386	div		thumbnail skeleton-bg-color	other	24.00	0.00	168.00	94.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
387	div		details flex-1	other	200.00	0.00	0.00	52.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	static	content-box
388	div		video-title text-shell skeleton-bg-color	other	200.00	0.00	200.00	20.00	0.00	0.00	12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
389	div		video-meta text-shell skeleton-bg-color	other	200.00	32.00	120.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
390	div		video-skeleton	other	24.00	0.00	0.00	102.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
391	div		video-details	flex	24.00	0.00	0.00	102.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
392	div		thumbnail skeleton-bg-color	other	24.00	0.00	168.00	94.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
393	div		details flex-1	other	200.00	0.00	0.00	52.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	static	content-box
394	div		video-title text-shell skeleton-bg-color	other	200.00	0.00	200.00	20.00	0.00	0.00	12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
395	div		video-meta text-shell skeleton-bg-color	other	200.00	32.00	120.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
396	div		video-skeleton	other	24.00	0.00	0.00	102.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
397	div		video-details	flex	24.00	0.00	0.00	102.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
398	div		thumbnail skeleton-bg-color	other	24.00	0.00	168.00	94.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
399	div		details flex-1	other	200.00	0.00	0.00	52.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	static	content-box
400	div		video-title text-shell skeleton-bg-color	other	200.00	0.00	200.00	20.00	0.00	0.00	12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
401	div		video-meta text-shell skeleton-bg-color	other	200.00	32.00	120.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
402	div		video-skeleton	other	24.00	0.00	0.00	102.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
403	div		video-details	flex	24.00	0.00	0.00	102.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
404	div		thumbnail skeleton-bg-color	other	24.00	0.00	168.00	94.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
405	div		details flex-1	other	200.00	0.00	0.00	52.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	static	content-box
406	div		video-title text-shell skeleton-bg-color	other	200.00	0.00	200.00	20.00	0.00	0.00	12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
407	div		video-meta text-shell skeleton-bg-color	other	200.00	32.00	120.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
408	div	info-container		other	0.00	0.00	1280.00	299.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	border-box
409	div	primary-info	skeleton-light-border-bottom	other	0.00	0.00	1280.00	92.00	0.00	0.00	0.00	0.00	20.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
410	div	title	text-shell skeleton-bg-color	other	0.00	20.00	400.00	20.00	0.00	0.00	12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
411	div	info		flex	0.00	52.00	1280.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
412	div	count	text-shell skeleton-bg-color	other	0.00	52.00	200.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
413	div		flex-1	other	200.00	62.00	1080.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	static	content-box
414	div	menu		flex	1280.00	52.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
415	div		menu-button skeleton-bg-color	other	1300.00	52.00	20.00	20.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
416	div		menu-button skeleton-bg-color	other	1340.00	52.00	20.00	20.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
417	div		menu-button skeleton-bg-color	other	1380.00	52.00	20.00	20.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
418	div		menu-button skeleton-bg-color	other	1420.00	52.00	20.00	20.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
419	div		menu-button skeleton-bg-color	other	1460.00	52.00	20.00	20.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
420	div	secondary-info	skeleton-light-border-bottom	other	0.00	92.00	1280.00	183.00	0.00	0.00	24.00	0.00	16.00	0.00	16.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
421	div	top-row		flex	0.00	108.00	1280.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
422	div	video-owner	flex-1	flex	0.00	108.00	1139.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	static	content-box
423	div	channel-icon	skeleton-bg-color	other	0.00	108.00	48.00	48.00	0.00	16.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
424	div	upload-info	flex-1	flex	64.00	108.00	1075.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	static	content-box
425	div	owner-name	text-shell skeleton-bg-color	other	64.00	108.00	200.00	20.00	0.00	0.00	12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
426	div	published-date	text-shell skeleton-bg-color	other	64.00	139.00	200.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
427	div	subscribe-button	skeleton-bg-color	other	1139.00	115.00	137.00	36.00	7.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
428	script			other	0.00	1080.00	1024.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
429	script			other	0.00	1080.00	1024.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
430	script			other	0.00	1080.00	1024.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	static	content-box
